IncidentDate,Time,MGRS,Latitude,Longitude,Admin0,Admin1,Admin2,Explosion?,ExplosionType,Attacks?,IncidentType,GroupInitiating,Targets,IncidentCategory,Description,DeathCount,InjuredCount,CivilianInjuries?,Within5km?,Source,ConflictOrCrimeOriented,Notes
2023-10-01,,37PDM6711030863,10.2301,38.6997,oromia,North Shewa,Dera,No,,Yes,Armed Clash,OLA,Ethnic based,Crime,It was reported that an offensive was initiated by Al Shabab against the Ethiopian National Defense Force (ENDF) in the Rabdhuure vicinity of the Bakool province of Somalia?s Southwest State bordering the Afder Zone of Ethiopia's Somali Region.,10,Unknown,Yes,No,,conflict oriented,
2023-09-26,,37PEP6898143752,12.1548,39.634,Amhara,North Wollo,Kobbo,Yes,Drone,Yes,Drone,ENDF,FANO,Explosive/Remote Violence,"On September 21st, the VOA reported that tensions escalated following an attack that took place in Awra Godana, located on the border between the Oromia and Amhara Regions. Residents report casualties and displacement and the dispute over whether the village belongs to the Amhara or Oromia Region.",0,0,No,No,DW Amharic,conflict oriented,
2023-09-24,,37PCP3185993827,12.6039,37.4521,Amhara,North Gonder,Gonder,No,,Yes,Armed Clash,ENDF & FANO,,Crime,DW Amharic reported that Attack on ENDF forces camp was reported in south wello in an area between Kelela woreda and Jama. Following this attack many ENDF soldiers were killed and injured.,0,0,No,No,DW Amharic,conflict oriented,
2023-09-24,,38PKR0647720965,9.2263,42.3288,Oromia,Babile,Babile,No,,Yes,Intercommunal Violence,Oromia special force,,Miscellaneous,Sources reported that in South wello Fighting erupted in Bugna Ayna area and Fanos enter the area.,10,0,No,No,,crime/political orienetd,
2023-09-22,,37PEP0516830030,12.0314,39.0475,Amhara,North Wollo,Llibela,No,,Yes,Armed Clash,ENDF,local militas,Crime,DW Amharic reported drone attacks was reported in East and West Gojjam towns of Dembecha . Following this Unidentified number of civilians injured.,0,0,No,No,,conflict oriented,
2023-09-22,,38NKL9066438522,4.8694,43.1123,Somali,Afder,,No,,Yes,Cross-border attack,Al-Shebab,ENDF,,DW Amharic reported drone attacks was reported in East and West Gojjam towns of Degadamot/Feres Bet . Following this Unidentified number of civilians injured.,0,0,No,No,,Conflict oriented,
2023-09-21,,37PEK5241859008,8.6755,39.4765,Amhara,North Shewa,Awra Godana,No,,Yes,Armed Clash,UAG,,Crime,DW Amharic reported drone attacks was reported in East and West Gojjam towns of Quarit . Following this Unidentified number of civilians injured.,0,0,No,No,VOA,crime oriented,
2023-09-18,,37PEM1777279296,10.6682,39.1625,Amhara,South Wollo,Jama,No,,Yes,Armed Clash,UAG,ENDF camp,Crime,"On September 14th, Addis Maleda that militants, believed to be from the Oromo Liberation Army (OLA), carried out attacks in the Southwest Shewa Zone, Oromia Region, resulting in the deaths of two police officers in Tulubolo Town and the escape of prisoners in Teji Town. Over ten innocent individuals were reportedly abducted.",Many,Many,Yes,No,DW Amharic,conflict oriented,
2023-09-18,,37PDP7891335806,12.0836,38.8062,Amhara,"South wollo,",Bugna Ayna,No,,Yes,Armed Clash,UAG,,Crime,"On sep 10, PLSO reported that over the past four days, more than 40 people tragically lost their lives, and numerous residents fled their homes due to ongoing clashes between the ENDF and Fano militants in various areas of the Amhara Region. The violence reportedly affected Majete in the North Showa Zone, where residents reported casualties of civilians not involved in the conflict, including children and the elderly.",0,0,No,No,,conflict oriented,
2023-09-18,,37PCM3509068122,10.5636,37.4928,Amhara,west Gojjam,Dembecha,Yes,Drone,Yes,Drone,ENDF,Civilians,Explosive/Remote Violence,"Addis Maleda reported that a militant attack in the Gambella Region of Ethiopia resulted in four fatalities and at least four injuries. The assailants struck a thatched house in the Gushme area, exacerbating ethnic tensions in the region. Residents responded by taking the bodies of the deceased to government authorities, leading to further unrest and clashes.",0,Unknown,Yes,No,DW Amharic,conflict oriented,
2023-09-18,,37PCN4751800121,10.8534,37.605,Amhara,west Gojjam,Feres Bet,Yes,Drone,Yes,Drone,ENDF,Civilians,Explosive/Remote Violence,"DW Amharic reported that Tigray militants violently dispersed a peaceful demonstration in Mekele, leading to the beating, harassment, and arrest of participants. The Tigray Freedom Party, one of the protest's organizers, reported that over 150 people have been arrested.",0,Unknown,Yes,No,DW Amharic,conflict oriented,
2023-09-18,,37PCN2717015654,10.9929,37.4182,Amhara,west Gojjam,Kuarit,Yes,Drone,Yes,Drone,ENDF,Civilians,Explosive/Remote Violence,"Ethiopian human right commission announces that 53 individuals from council members, journalists arrested at Awash Arba Military Camp.",0,Unknown,Yes,No,DW Amharic,conflict oriented,
2023-09-14,,37PDK1347357578,8.662,38.2135,Oromia,South West Shewa,Teji,No,,Yes,Crime/Killing,OLA,,Crime,"On August 31, that police arrested seven Orthodox bishops in Bishoftu, Ethiopia, for their involvement in the movement to establish the ""Oromia Orthodox Synod."" The bishops were part of 26 bishops ordained by breakaway archbishops in January, sparking anger among followers of the Ethiopian Orthodox Tewahedo Church (EOTC). Despite reconciliation and the anointment of seven other bishops by the EOTC's Holy Synod, the bishops continued to pursue the establishment of the ""Oromia Orthodox Synod",2,0,No,No,Addis Maleda,crime oriented,
2023-09-10,,37PEM9442060122,10.4936,39.8628,Amhara,North Shewa,Majete,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"On August 24, eighteen(18) people were killed by government security forces in Shara kebele which is located in 9 km distance from Arbaminch town. According to eyewitnesses? information to Deutsche Welle (DW) the conflict came after resident?s request to make Shara Kebele part of the Arbaminch town which resulted into a disagreement with the zone administration. The Gamo zone communication affairs stated on its verified FB account that ?a successful operation has been carried out against the forces that were armed to destroy the constitutional order and destroy the peace and security of the area. During the operation different weapons like Kalashnikovs and guns were sized.",40,0,No,No,PLSO,conflict oriented,
2023-09-07,,36PXQ7491512374,8.2508,34.5881,Gambella,,Gambella,No,,Yes,Armed Clash,UAG,,Crime,"local sources reported that In west wollo zone ,Wegde area fighting between Fano and ENDF has been ongoing for the last three days and it is causing damages to both sides and also civilians.",4,4,Yes,No,Addis Maleda,conflict oriented,
2023-09-07,,37PEQ5122992337,13.4987,39.4734,Tigray,Mekelle,Mekelle,No,,No,Arrest,Tigray militants,Protesters,Crime,"According to local sources Fighting continued in Bichena town of East Gojjam zone. As the fighting was taking place in the city , high number of civilian casualties reported.",0,0,No,No,DW Amharic,crime oriented,
2023-09-02,,37PFK3241699317,9.0384,40.2048,Afar,Awash,,No,,No,Arrest,Unidentified,Council member & Journalists,Crime,Local sources reported that there is ongoing conflict between FANO and ENDF forces at Majete.,0,0,No,No,,crime oriented,
2023-08-31,,37PEK0050465774,8.737,39.0046,Oromia,East Shew,Bishoftu,No,,No,Arrest,Local Police,Ortodox Bishops,Crime,"In the evening hours of August 20th, explosions were heard near the municipal office of the Bahir Dar City Administration. The extent of casualties and injuries is still unknown.",0,0,No,No,,crime oriented,
2023-08-24,,37NCG3712478242,6.134,37.5281,Southern Ethiopia,Gamo,,No,,Yes,Armed Clash,GOE security forces,,Crime,"On august 19th, Addis Maleda reported that the Ethiopian government is partnering with the community to counter OLA militant group attacks and apprehend destabilizing members. Military action was taken against OLA armed groups in the Oromia region's West Shewa Zone, resulting in the seizure of a substantial cache of weapons",0,0,No,No,"Eyewitness, DW",conflict oriented,
2023-08-21,,37PDM4567478577,10.6613,38.5033,Amhara,West wollo,Wegidi,No,,Yes,Armed Clash,FANO & ENDF,,Crime,"Today, sources reported that armed clashes have erupted between the government security forces and the Fano force in the Doba locality near Genete town Administration of South Wollo Zone in the Amhara Region. As a result, the route linking Mekaneselam and Dessie was Closed. It is worth noting that the road had been open for a few days after a week-long closure due to unstable security conditions in the area.",0,0,No,No,Local sources,conflict oriented,
2023-08-21,,37PDM1229956268,10.459,38.1987,Amhara,East Gojjam,,No,,Yes,Armed Clash,UAG,,Crime,"On August 14 BBC, and CNN, News reported that Air strike kills at least 26 in Finote Selam town. According to eyewitnesses report 50 people were also injured as a result of this strike.",0,unknown,Yes,No,Local sources,conflict oriented,
2023-08-21,,37PEM9436860178,10.4942,39.8624,Amhara,North Shewa,Majete,No,,Yes,Armed Clash,FANO & ENDF,,Crime,"On August 12 Addis Maleda reported that in Anger Gutin town, located in the Gida Ayana Woreda of East Wolega zone, residents have experienced identity-based beatings, mass arrests, and robberies.",0,0,No,No,Local sources,conflict oriented,
2023-08-20,,37PCN2384182049,11.593,37.3844,Amhara,Bahirdar,Bahir Dar,Yes,,Yes,Armed Clash,Unidentified,Unclear,Explosive/Remote Violence,"VOA amharic reported that the process of selecting and designing the capital cities for the newly formed 12th region has led to tensions in Arba Minch, SNNPR. Residents told the media that residents look down and business were shut down for three consecutive days in protest to the regional capital city's designation.",Unknown,Unknown,Yes,No,,conflict oriented,
2023-08-18,,37PCL7374940935,9.415,37.8501,Oromia,West shewa,west shewa,No,,Yes,Armed Clash,ENDF & OLA,Military action against OLA,Crime,"There have been reports of ongoing clashes between government security forces and the Fano Forces in various parts of the Amhara Region. Specifically, new confrontations in Debrebirhan town and its outskirt.",0,0,No,No,Addis Maleda,conflict oriented,
2023-08-16,,37PEM0585792879,10.7911,39.0536,Amhara,South Wollo,Genete,No,,Yes,Armed Clash,ENDF & FANO,,Crime,Aug 2nd: Wazema Radio reported the ongoing clashes between ENDF and Fano in Kobo and Lalibela of North Wollo of Amhara Region.,0,0,No,No,,Conflict oirented,
2023-08-13,,37PCM0970681160,10.6802,37.2602,Amhara,West Gojjam,Finote Selam,Yes,Drone,Yes,Drone,ENDF,,Explosive/Remote Violence,"On August 2 DW Amharic, clashes have escalated between ENDF and Fano forces in various areas of the Amhara Region, including Kobo, the Gazgibla Woreda in the North Wollo Zone, resulting in fatalities and injuries.",26,50,Yes,No,"BBC, CNN",Conflict oriented,
2023-08-12,,37PBL3981557826,9.5615,36.6297,oromia,Oromia,Anger Gutin,No,,No,Arrest,Unidentified,Residents,Crime,"On August 2 DW Amharic, clashes have escalated between ENDF and Fano forces in various areas of the Amhara Region, including Gnder town Kebelle 18 and airport area, resulting in fatalities and injuries.",0,0,No,No,Addis Maleda,crime oriented,
2023-08-11,,37NCG4058565955,6.023,37.5596,SNNPR,Arbaminch,Arbaminch,No,,No,Protest,Residents,,Demonstration,"On August 2 DW Amharic, clashes have escalated between ENDF and Fano forces in various areas of the Amhara Region, East Gojjam debremarkos town , resulting in fatalities and injuries.",0,0,No,No,VOA,Unknown,
2023-08-07,,37PEL5760769725,9.6768,39.5251,Amhara,North Shew,Debrebirhan,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"On August 2 DW Amharic, clashes have escalated between ENDF and Fano forces in various areas of the Amhara Region, Bahir Dar town, Kebelle 14, 13, 11, resulting in fatalities and injuries.",0,0,No,No,,conflict oriented,
2023-08-03,,37PEP0517130410,12.0349,39.0475,Amhara,N. Wollo,,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"Somali region deputy head of peace and security confirmed a member of Al-Shebab killed one police officer and injured two police officers in the area at Afder Zone, Elkere. Sources added that the attacker himself is also killed.",0,0,No,No,Wazema Radio,conflict oriented,
2023-08-03,,37PEP6904143607,12.1535,39.6346,Amhara,N.wollo,,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"On August 1 Sources reported a fresh fight between government security forces and an unknown armed group in Wadera town/woreda within the Guji Zone of the Oromia Region. Reportedly, the confrontation has led to significant disruptions in the area, affecting daily activities and transportation services.",0,0,No,No,DW Amharic,conflict oriented,
2023-08-03,,37PCP3263595768,12.6215,37.4591,Amhara,N. Gonder,,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"August 1st: Addis Standard reported the warning issued by Ethiopian National Defense Force (ENDF) to factions disturbing nation?s security under name FANO. It was highlighted that Fano forces had set up an ambush in Chuahit, west Dembia, and Koladiba including unfounded allegations to damage Army?s reputation.",Unknown,Unknown,Yes,No,DW Amharic,conflict oriented,
2023-08-03,,37PCM6110742313,10.3313,37.7315,Amhara,East Gojjam,,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"On July 29 Sources reported an ongoing armed conflict between government security forces and Fano forces in Gesho Ber locality, located in Guba lafto Woreda, within the North Wollo Zone in Amhara Region. The confrontation began early in the morning and persisted throughout the day. Consequently, daily routines and transportation services have reportedly been disrupted in the area",Unknown,Unknown,Yes,No,DW Amharic,conflict oriented,
2023-08-03,,37PCN2309482103,11.5935,37.3775,Amhara,Bahir Dar,Bahir Dar,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"On July 29th, reportedly numerous individuals were shot and killed while they were en route to the market in Dida Kebele, situated in the East Meskan woreda of the Gurage Zone, SNNPR. The violence appears to be related to a territorial dispute between communities from the Meskan and Mareko woredas in the Gurage zone.",Unknown,Unknown,Yes,No,DW Amharic,conflict oriented,
